venue_id,Name,City,State,Street,Zip,Area,Category_1,Category_2,Category_3,Category_4,Category_5
574,Majestic Liquors,Granbury, Texas,1150 Hwy 377 East,76048,,,,Store,,
575,Majestic Liquors,Fort Worth, Texas,1200 Eastchase Pkwy,76120,,,,Store,,
576,Malai Kitchen,Dallas, Texas,3699 McKinney Ave #319,75204,Uptown, Bar,Brewery,,, Eatery
577,Market Street,Colleyville, Texas,5605 Colleyville Blvd,76034,,,,Store,,
578,Market Street,Amarillo, Texas,2530 S Georgia St,79109,,,,Store,,
579,Market Street,Lubbock, Texas,3405 50th St,79413,,,,Store,,
580,Market Street,Plano, Texas,1929 Preston Rd,75093,,,,Store,,
581,Market Street,Allen, Texas,985 West Bethany Dr,75013,,,,Store,,
582,Market Street,Frisco, Texas,11999 W Eldorado Pkwy,75034,,,,Store,,
583,Market Street,McKinney, Texas,6100 Eldorado Pkwy,75070,,,,Store,,
584,Market Street #553,Lubbock, Texas,4425 19th St,79407,,,,Store,,
585,Martin House Brewing Company,Fort Worth, Texas,220 S Sylvania Ave Ste 209,76111,, Bar,Brewery,,,
586,McGonigel's Mucky Duck,Houston, Texas,2425 Norfolk St,77098,,Bar,,,, Eatery
587,Mean Eyed Cat,Austin, Texas,1621 W 5th St,78703,,Bar,,,, Eatery
588,Meddlesome Moth,Dallas, Texas,1621 Oak Lawn Ave,75207,Design District,Bar,,,, Eatery
589,Mellow Mushroom,Arlington, Texas,200 N Center St,76011,,Bar,,,, Eatery
590,Mellow Mushroom,Fort Worth, Texas,3455 Bluebonnet Circle,76109,,Bar,,,, Eatery
591,Mellow Mushroom,Houston, Texas,1919 N Shepherd Dr,77008,,Bar,,,, Eatery
592,Mellow Mushroom,Denton, Texas,217 E Hickory St,76201,,Bar,,,, Eatery
593,Mellow Mushroom,Rockwall, Texas,550 I-30 Frontage Rd,75032,,Bar,,,, Eatery
594,Mellow Mushroom,Spring, Texas,16000 Steubner Airline Rd,77379,,Bar,,,, Eatery
595,Mellow Mushroom,Southlake, Texas,2820 E  Blvd,76092,,Bar,,,, Eatery
596,Metzler's Food & Beverage,Denton, Texas,1115 E University Dr,76209,,,,Store,,
597,Metzler's Food And Beverage,Denton, Texas,628 Londonderry Ln,76205,,,,Store,,
598,Michi Ramen,Austin, Texas,6519 N Lamar Blvd,78752,,Bar,,,, Eatery
599,Middleton Brewing,San Marcos, Texas,101 Oakwood Loop,78666,, Bar,Brewery,, Homebrew Store,
600,Midland Beer Garden,Midland, Texas,7112 W Highway 80,79706,, Bar,,,, Eatery
601,Midway Mart,Denton, Texas,406 W Hickory St,76201,,,,Store,,
602,Mikey's Liquor,Pampa, Texas,1222 Price Rd,79065,,,,Store,,
603,Milagro Wine & Spirits,San Angelo, Texas,1529 West Ave N,76908,,,,Store,,
604,Miller's Discount Liqour,Beaumont, Texas,5905 Phelan Blvd,77706,,,,Store,,
605,Milo's Bar,Arlington, Texas,501 E. Division St,76011,,Bar,,,,
606,Missions Untapped,San Antonio, Texas,8123 Broadway St,78209,,Bar,,,,
607,Mister Tramps,Austin, Texas,8565 Research Blvd,78758,,Bar,,,, Eatery
608,Mojo's Sports Grille,Humble, Texas,18323 W Lake  Pkwy,77346,,Bar,,,, Eatery
609,Molly's Pub - The Woodlands,The Woodlands, Texas,24905 I-45 North,77380,,Bar,,,, Eatery
610,Molly's Pub Conroe,Conroe, Texas,901 N Loop 336 W,77301,,Bar,,,, Eatery
611,Mongoose Versus Cobra,Houston, Texas,1011 McGowen St,77004,,Bar,,,, Eatery
612,Moon Tower Inn,Houston, Texas,3004 Canal St,77003,, Bar,Brewery,,, Eatery
613,Mr. C's Irish Pub,Houston, Texas,9733 Katy Freeway,77024,,Bar,, Store,,
614,Mr. G's,Plano, Texas,1453 Coit Rd,75075,,,,Store,,
615,Mucky Duck,Addison, Texas,5064  Cir,75001,,Bar,,,, Eatery
616,Muenster Brewing Company,Muenster, Texas,102 N Main Ste PO Box 382,76252,, Bar,Brewery,,,
617,Nastys,Austin, Texas,606 Maiden Ln,78705,,Bar,,,,
618,Naughty Brewing Co.,Austin, Texas,2314 Rutland Dr Ste 100,78758,,,Brewery,,,
619,Neches Brewing Company,Port Neches, Texas,1108 Port Neches Ave,77651,, Bar,Brewery,,,
620,Neighborhood Convenience Store of Austin,Austin, Texas,700 N Cuernavaca Dr,78733,,,,Store,,
621,New Amsterdam Coffeehouse & Bar,Dallas, Texas,831 Exposition Ave,75226,Deep Ellum,Bar,,,, Eatery
622,New Braunfels Brewing Company,New Braunfels, Texas,180 W Mill St,78130,, Bar,Brewery,,,
623,New Republic Brewing Company,College Station, Texas,11405 North Dowling Rd,77845,,,Brewery,,,
624,Nickel & Rye,Dallas, Texas,2523 McKinney Ave Ste A,75201,Uptown,Bar,,,, Eatery
625,Nile Star Market,Corpus Christi, Texas,1217 Nile Dr,78412,,,,Store,,
626,Nine-Band Brewing Company,Allen, Texas,9 Prestige Cir,75002,, Bar,Brewery, Bar,,
627,No Label Brewing Company,Katy, Texas,5373 First St,77493,, Bar,Brewery, Bar,,
628,Nobi Public House,Webster, Texas,241 E NASA Rd,77598,,Bar,,,, Eatery
629,Noble Rey Brewing Company,Dallas, Texas,2636 Farrington St,75207,Design District, Bar,Brewery, Bar,,
630,Nomads,Belton, Texas,2502 Lake Rd,76513,,,,Store,,
631,North by Northwest Restaurant & Brewery,Austin, Texas,10010 Capital Of TX Hwy N,78759,, Bar,Brewery,,, Eatery
632,North by Northwest Restaurant & Brewery - South,Austin, Texas,5701 W Slaughter Ln,78749,, Bar,Brewery,,, Eatery
633,Northwest Food Mart,San Antonio, Texas,2395 NW Military Hwy,78231,,,,Store,,
634,O'Bannon's Taphouse,College Station, Texas,103 Boyett St,77840,,Bar,,,,
635,O'Briens,Temple, Texas,11 East Central Ave,76501,,Bar,,,,
636,O'Neil And Sons Brewing Company,Port Lavaca, Texas,502 Half League Rd Unit A,77979,,,Brewery,,,
637,O's Spirits,Fort Worth, Texas,2705 NE 28th St Ste 100,76111,,,,Store,,
638,Oak Barrel Beer Exchange,Nassau Bay, Texas,18019 Upper Bay Dr,77058,,,,Store,,
639,Oak Highlands Brewery,Dallas, Texas,10484 Brockwood Rd,75238,Northeast Dallas, Bar,Brewery, Bar,,
640,Oak Hill Liquor,Austin, Texas,6036 Highway 290 West,78735,,,,Store,,
641,Oak St Drafthouse,Denton, Texas,308 E Oak St,76201,,Bar,,,,
642,Oasis Texas Brewing Company,Austin, Texas,6550 Comanche Trail,78732,, Bar,Brewery,,,
643,Oasthouse Gastropub,Austin, Texas,8300 N FM 620Bldg E,78726,,Bar,,,, Eatery
644,Oddwood Ales,Austin, Texas,2314 Rutland Dr Ste 100,78758,,,Brewery,,,
645,Ode Brewing,El Paso, Texas,3233 N Mesa St Ste 301,79902,, Bar,Brewery,,, Eatery
646,OKRA - Charity Bar,Houston, Texas,942 Congress Ave,77002,,Bar,,,,
647,Old Chicago,Killeen, Texas,2901 Central Texas Expressway,76542,,Bar,,,, Eatery
648,Old Chicago,Fort Worth, Texas,8933 N Fwy Service Rd E,76177,,Bar,,,, Eatery
649,Old Chicago Pizza & Taproom,Katy, Texas,24515  Fwy Ste 100,77494,,Bar,,,, Eatery
650,Old Omen Brewery,Tyler, Texas,2625 University Blvd,75701,,,Brewery,,,
651,Old School Pizza & Suds,Arlington, Texas,603 W Abram St,76010,,Bar,,,, Eatery
652,On Rotation,Dallas, Texas,7328 Gaston Ave Ste 110,75214,Lakewood, Bar,Brewery,,,
653,Onion Creek,Houston, Texas,3106 White Oak Dr,77007,,Bar,,,, Eatery
654,Opal Divine's Marina,Austin, Texas,12709 N. Mopac,78727,,Bar,,,, Eatery
655,Orf Brewing,Austin, Texas,4700 Burleson Rd Ste F,78744,, Bar,Brewery,,,
656,Oskar Blues Brewery,Austin, Texas,10420 Metric Blvd,78758,, Bar,Brewery,,,
657,Paddy Red's Irish Pub,Fort Worth, Texas,903 Throckmorton St,76102,,Bar,,,,
658,Padre Island Brewing Company,South Padre Island, Texas,3400 Padre Blvd,78597,, Bar,Brewery,,, Eatery
659,Panther Island Brewing,Fort Worth, Texas,501 N Main St,76164,, Bar,Brewery,,,
660,Pappas Grill Steakhouse,Meadows Place, Texas,12000 Southwest Freeway,77477,,Bar,,,,
661,Pappy Slokum Brewing Co.,Abilene, Texas,409 S Treadaway Blvd,79602,,,Brewery,,,
662,Pappy's General Store,Victoria, Texas,9501-A North Navarro,77904,,,,,Homebrew Store,
663,Party Stop - 33rd & Bell,Amarillo, Texas,3312 Bell St,79106,,,,Store,,
664,Party Stop - Gem Lake,Amarillo, Texas,5747 Amarillo Blvd W Ste 500,79109,,,,Store,,
665,Party Stop - Georgia & Duniven Circle,Amarillo, Texas,2314 S Georgia St,79109,,,,Store,,
666,Paschall Bar,Denton, Texas,122 N Locust St,76201,,Bar,,,,
667,Patek's Craft Beer And Wine Bar,New Braunfels, Texas,494 N. Union Ave,78130,,Bar,,,,
668,PBK Stem & Stein,Pflugerville, Texas,111 E Main St,78660,,Bar,,,, Eatery
669,Peace Burger Dive Bar & Grill,Grapevine, Texas,1228 William D Tate Ave,76051,,Bar,,,, Eatery
670,Pecan Point Brewing Company,Texarkana, Texas,213 Main St,75501,, Bar,Brewery,,, Eatery
671,Pecan Street Brewing,Johnson City, Texas,106 E PecanJohnson City,78636,, Bar,Brewery,,, Eatery
672,Pedernales Brewing Company,Fredericksburg, Texas,97 Hitchin' Post Trail,78624,, Bar,Brewery,,,
673,Pedicab Bar And Grille,San Antonio, Texas,415 E Cevallos,78204,,Bar,,,, Eatery
674,Pesca On The River,San Antonio, Texas,212 W Crockett,78205,,Bar,,,, Eatery
675,Peticolas Brewing Company,Dallas, Texas,2026 Farrington St,75207,Design District,,Brewery,,,
676,Petrol Station Coffeehouse,Houston, Texas,985 Wakefield Dr,77018,,Bar,,,, Eatery
677,Phoenix Saloon,New Braunfels, Texas,193 W San Antonio St,78130,,Bar,,,, Eatery
678,Pinkie's,Lubbock, Texas,5901 82nd St Ste A,79424,,,,Store,,
679,Pinkie's,San Angelo, Texas,1415 Ste Bryant Blvd,76903,,,,Store,,
680,Pint and Plow Brewing Co,Kerrville, Texas,332 Clay St,78028,, Bar,Brewery,,, Eatery
681,Pinthouse Pizza - South Austin,Austin, Texas,4236 S Lamar Blvd,78704,, Bar,Brewery,,, Eatery
682,Pinthouse Pizza Craft Brewpub,Austin, Texas,4729 Burnet Rd,78756,, Bar,Brewery,,, Eatery
683,Pizza Italia,San Antonio, Texas,2950 Thousand Oaks Dr Ste 10,78247,,,,Store,,
684,PK'S Fine Wine And Spirits - Preston Hollow,Dallas, Texas,4113 Lomo Alto Dr,75220,Dallas,,,Store,,
685,Plano Beverage,Plano, Texas,901 E. Plano Pkwy Ste 109,75074,,,,Store,,
686,Platypus Brewing,Houston, Texas,1902 Washington Ave Ste E,77007,, Bar,Brewery,,, Eatery
687,Plonk Bistro,Houston, Texas,1214 W 43rd St,77018,,Bar,,,, Eatery
688,Pogo's Wine & Spirits,Dallas, Texas,5360 W Lovers Ln Ste 200,75209,University Park,,,Store,,
689,Poison Girl,Houston, Texas,1641 Westheimer Rd Ste B,77006,,Bar,,,,
690,Posse East,Austin, Texas,2900 Duval St,78705,,Bar,,,, Eatery
691,Pour House Pints & Pies,Austin, Texas,11835 Jollyville Rd,78759,,Bar,,,, Eatery
692,Premium Draught,Houston, Texas,733 Studewood St,77007,,,,Store,,
693,Presidio,Houston, Texas,911 West 11th St,77008,,Bar,,,, Eatery
694,Press Box Grill,Dallas, Texas,1680 Elm St,75201,Uptown,Bar,,,,
695,Queen's Liquor,Austin, Texas,12518 Research Blvd Ste H,78759,,,,Store,,
696,Quickie Pickie,Austin, Texas,1208 E 11th St,78702,,Bar,, Store,, Eatery
697,Rabbit Hole Brewing,Justin, Texas,608 Topeka Ave,76247,,,Brewery,,,
698,Radio Coffee & Beer,Austin, Texas,4204 Manchaca Rd,78704,,Bar,,,, Eatery
699,Rahr & Sons Brewing Company,Fort Worth, Texas,701 Galveston Ave,76104,, Bar,Brewery,,,
700,Railroad Seafood Station Brewing Company,Corpus Christi, Texas,1214 N Chaparral St,78401,, Bar,Brewery,,, Eatery
701,Railyard Houston,Houston, Texas,4200 San Felipe St,77027,,Bar,,,,
702,Rainier Brewing Co.,San Antonio, Texas,P.O. Box 792627,78279,,,Brewery,,,
703,Random Beer Garden,Boerne, Texas,11 Upper Cibolo Creek Rd,78006,,Bar,,,,
704,Ranger Creek Brewing & Distilling,San Antonio, Texas,4834 Whirlwind Dr,78217,, Bar,Brewery,,,
705,Real Ale Brewing Company,Blanco, Texas,231 San Saba Ct,78606,,,Brewery,,,
706,Rebel Toad Brewing Company,Corpus Christi, Texas,425 William St,78401,, Bar,Brewery,,,
707,Red Barn General Store,Glen Rose, Texas,526 NE Big Bend Trl,76043,,,,Store,,
708,Red Dog Right,Southlake, Texas,3311 E State Highway 114,76092,,Bar,,,, Eatery
709,Red Horn Coffee House & Brewing Co.,Cedar Park, Texas,13010 W Parmer Ln Ste 800,78613,, Bar,Brewery,,, Eatery
710,Red Lion Pub,Houston, Texas,2316 S Shepherd Dr,77019,,Bar,,,, Eatery
711,Red Robin,Hurst, Texas,1350 NE Mall Blvd,76053,,Bar,,,, Eatery
712,RED'S Porch,Austin, Texas,3508 S Lamar Blvd,78704,,Bar,,,, Eatery
713,Redbud Cafe Market & Pub,Blanco, Texas,410 4th St,78606,,Bar,,,, Eatery
714,Rentsch Brewery,Georgetown, Texas,2500 NE Inner Loop,78626,, Bar,Brewery,,,
715,Republic Diner + Sojubang,Houston, Texas,1221 W 11th St,77008,,Bar,,,, Eatery
716,Resignation Brewery,Austin, Texas,503 Neches St,78701,,,Brewery,,,
717,Retox Bar,San Antonio, Texas,1031 PatriciaSte 105,78213,,Bar,,,,
718,Revelry On Richmond,Houston, Texas,1613 Richmond Ave,77006,,Bar,,,, Eatery
719,Revolution,Bryan, Texas,211B S Main St,77803,,Bar,,,, Eatery
720,Revolver Brewing,Granbury, Texas,5600 Matlock Rd,76049,,,Brewery,,,
721,RGV Brew,McAllen, Texas,610 N Main St,78501,,,,,Homebrew Store,
722,Richardson Beer & Wine,Richardson, Texas,515 W Campbell Rd Ste 105,75080,,,,Store,,
723,Ringo's Pub,Plano, Texas,5865 Kincaid Rd,75024,,Bar,,,, Eatery
724,Ritual,Houston, Texas,602 Studewood St,77007,,Bar,,,, Eatery
725,Rock & Brews,The Colony, Texas,5351 Nebraska Furniture Mart Dr,75056,,Bar,,,, Eatery
726,Rodeo Goat,Dallas, Texas,1926 Market Center Blvd,75207,Design District,Bar,,,, Eatery
727,Rogness Brewing Company,Pflugerville, Texas,2400 Patterson Industrial Dr,78660,, Bar,Brewery,,,
728,Ron's Corner Tavern,Bedford, Texas,1833 Airport Fwy,76021,,Bar,,,, Eatery
729,Ron's Pub,Houston, Texas,1826 Fountain View Dr,77057,,Bar,,,,
730,Roosevelt's at 7,McAllen, Texas,821 N Main St,78501,,Bar,,,, Eatery
731,Root Cellar Cafe / Darkside Fermentation,San Marcos, Texas,215 North LBJ Dr,78666,, Bar,Brewery,,, Eatery
732,Rose City Draft House,Tyler, Texas,5393 S Broadway Ave,75703,,Bar,,,,
733,Rowdys Liquid Express,La Porte, Texas,8320 Spencer Highway,77571,,,,Store,,
734,Ruba Brewing,Houston, Texas,3310 Buttercup St #1,77063,,,Brewery,,,
735,Rudyard's British Pub,Houston, Texas,2010 Waugh Dr,77006,,Bar,,,, Eatery
736,Rugby House Pub,Plano, Texas,8604 Preston Rd Ste 100,75024,,Bar,,,, Eatery
737,Ruggedman Brewing,San Marcos, Texas,7600 S Old Bastrop Hwy,78666,, Bar,Brewery,,,
738,Ruli's International Kitchen,El Paso, Texas,4176 N Mesa St,79902,,Bar,,,, Eatery
739,Running Walker Brewery,Richmond, Texas,3421 FM 359 Rd,77406,,,Brewery,,,
740,S&K Beverages,Plano, Texas,101 W Spring Creek Pkwy Ste 741,75023,,,,Store,,
741,Sahadi,McAllen, Texas,709 N. 10th,78501,,,,Store,,
742,Saint Arnold Brewing Company,Houston, Texas,2000 Lyons Ave,77020,, Bar,Brewery,,, Eatery
743,Saint Ides Brewing Company,San Antonio, Texas,P. O. Box 1661,78296,,,Brewery,,,
744,Saloon Door Brewing,Webster, Texas,105 Magellan Cir Ste A,77598,,Bar,Brewery,,,
745,Salt & Time,Austin, Texas,1912 E 7th St,78702,,Bar, Store,,, Eatery
746,San Gabriel River Brewing Company,Liberty Hill, Texas,500 Chaparral Dr,78642,, Bar,Brewery,,,
747,Save The World Brewing Company,Marble Falls, Texas,1510 Resource Pkwy,78654,, Bar,Brewery,,,
748,Scardello Artisan Cheese,Dallas, Texas,3511 Oak Lawn Ave,75219,Victory Park,Bar,, Store,,Eatery
749,Scholz Garten,Austin, Texas,1607 San Jacinto Blvd,78701,,Bar,,,, Eatery
750,School House Pub,Austin, Texas,2207 Manor Rd,78722,,Bar,,,, Eatery
751,Scott's Liquor,Jewett, Texas,1316 N. Main StJewett,75846,,Bar,,Store,,
752,Sean Patrick's,San Marcos, Texas,202 E San Antonio St,78666,, Bar,Brewery,,, Eatery
753,Seasons Gourmet Food & Grocer,Galveston, Texas,2701 Broadway Ave,77550,,Bar,, Store,, Eatery
754,Seazar's Fine Wine & Spirits,San Antonio, Texas,6422 N  Ave,78209,,,,Store,,
755,Seguin Brewing Co.,Seguin, Texas,111 W Gonzales St,78155,, Bar,Brewery,,,
756,Shamrock Tavern,Fort Worth, Texas,2708 W 7th St,76107,,Bar,,,,
757,Shannon Brewing Company,Keller, Texas,818 N Main St,76248,, Bar,Brewery,,,
758,Sharyland Wine & Spirits,Mission, Texas,4001 S Shary Rd Ste 500,78572,,Bar,, Store,,
759,Shay McElroy's Irish Pub,Houston, Texas,909 Texas St,77002,,Bar,,,,
760,Shellfish Sports Bar & Grille,Port Lavaca, Texas,2615 N US Highway 35 Byp,77979,,Bar,,,, Eatery
761,Shepherd Park Draught House,Houston, Texas,3402 N Shepherd Dr,77018,,Bar,,,, Eatery
762,Sherlock's Baker St Public House & Grill,Austin, Texas,9012 Research Blvd Ste C1,78758,,Bar,,,, Eatery
763,Sherlock's Baker St Public House & Grill,Arlington, Texas,254 Lincoln Sq,76011,,Bar,,,, Eatery
764,Sherlock's Baker St Public House & Grill,Addison, Texas,5100 Beltline Dr Ste 776,75254,,Bar,,,,
765,Sherlock's Baker St Public House & Grill,Dallas, Texas,9100 North Central Expressway,75231,Lake Highlands,Bar,,,, Eatery
766,Side Door Liquor Store,El Paso, Texas,1222 Sunland Park Dr,79922,,,,Store,,
767,Sigel's Beverages,Addison, Texas,15003 Inwood Rd,75001,,,,Store,,
768,Sigma Brewing Company,Houston, Texas,3118 Harrisburg Blvd,77003,, Bar,Brewery,,,
769,Silver Creek Beer Garden & Restaurant,Fredericksburg, Texas,310 E Main St,78624,,Bar,,,, Eatery
770,Sin City Liquors & More,San Antonio, Texas,8750 Grissom Rd,78251,,,,Store,,
771,Skallywag Suds N' Grub,Kemah, Texas,600 6th St,77565,,Bar,,,, Eatery
772,Slainte Irish Pub,Houston, Texas,509 Main St,77002,,Bar,,,, Eatery
773,Small Brewpub,Dallas, Texas,333 W Jefferson Blvd,75208,Oak Cliff, Bar,Brewery,,, Eatery
774,Smoke'n Hops,Dripping Springs, Texas,3799 E Highway 290,78620,, Bar,Brewery,,, Eatery
775,SoCo Homebrew,Austin, Texas,4930 S Congress Ave Ste 307,78745,,,,,Homebrew Store,
776,SoCo Taphouse & Brew Company,San Angelo, Texas,113 E Concho Ave Ste 210L,76903,, Bar,Brewery,,,
777,Sograte BBQ and Brew,Lubbock, Texas,8405 Ash Ave,79404,,,,,Homebrew Store,
778,Solid Rock Brewing,Spicewood, Texas,2214 Bee Creek Rd,78669,,,Brewery,,,
779,South Austin Brewery,Austin, Texas,415 E St Elmo Rd,78745,, Bar,Brewery,,,
780,South Congress Cafe,Austin, Texas,1600 S Congress Ave,78704,, Bar,,,, Eatery
781,Southerleigh Fine Food & Brewery,San Antonio, Texas,136 E Grayson St Ste 120,78215,, Bar,Brewery,,,
782,Southern Goods,Houston, Texas,623 W 19th St,77008,, Bar,,,, Eatery
783,Southern Star Brewing Company,Conroe, Texas,1207 N FM 3083 Rd E,77303,,,Brewery,,,
784,Southside Market & BBQ,Elgin, Texas,1212 Highway 290 E,78621,,Bar,,,, Eatery
785,Southwest Parkway Market,Austin, Texas,4601 Southwest Pkwy Ste 110,78735,,,,Store,,
786,Spanky's Liquor,Port Neches, Texas,1302 Magnolia Ave,77651,,,,Store,,
787,Spec's #00 - Downtown,Houston, Texas,2410 Smith St,77006,,,,Store,,
788,Spec's #01,Kingwood, Texas,1420 Kingwood Dr,77339,,,,Store,,
789,Spec's #02 - Westheimer at Kirkwood,Houston, Texas,11990 Westheimer Rd,77077,,,,Store,,
790,Spec's #03,Sugar Land, Texas,3335 Highway 6,77478,,,,Store,,
791,Spec's #06 - Bay Area Blvd,Houston, Texas,1029 Bay Area Blvd,77058,,,,Store,,
792,Spec's #08,Katy, Texas,1640 S Mason Rd,77450,,,,Store,,
793,Spec's #09 - Hwy 6 North,Houston, Texas,6765 Highway 6 N,77084,,,,Store,,
794,Spec's #10,Seabrook, Texas,3126 NASA Pkwy,77586,,,,Store,,
795,Spec's #107,Lubbock, Texas,6816 Slide Rd Ste 12,79424,,,,Store,,
796,Spec's #111 -N ew Braunfels South,New Braunfels, Texas,1671 Interstate 35 Frontage Rd Ste 302,78130,,,,Store,,
797,Spec's #12 - Memorial,Houston, Texas,14625 Memorial Dr,77079,,,,Store,,
798,Spec's #139 - Katy Mills,Katy, Texas,24417  Freeway,77494,,,,Store,,
799,Spec's #15 - Woodlands South,Spring, Texas,25044 Interstate 45,77386,,,,Store,,
800,Spec's #150,Dallas, Texas,9500 N Central Expy,75231,Lake Highlands,,,Store,,
801,Spec's #154,Fort Worth, Texas,2705 S Hulen St,76109,,,,Store,,
802,Spec's #160,Fort Worth, Texas,4700 Bryant Irvin Rd,76132,,,,Store,,
803,Spec's #161,Lowery Crossing, Texas,4100 E University Dr,75069,,,,Store,,
804,Spec's #163,The Colony, Texas,4901 SH 121,75056,,,,Store,,
805,Spec's #19,Jersey Village, Texas,17414 Northwest Fwy,77040,,,,Store,,
806,Spec's #21 - Medical Center,Houston, Texas,2314 W Holcombe Blvd,77030,,,,Store,,
807,Spec's #22,Humble, Texas,7034 FM 1960 Rd E,77346,,,,Store,,
808,Spec's #24 - Montrose Clearance Store,Houston, Texas,1011 Westheimer St,77006,,,,Store,,
809,Spec's #28 - Louetta,Spring, Texas,1614 Louetta Rd,77388,,,,Store,,
810,Spec's #31,Beaumont, Texas,5876 Eastex Fwy,77708,,,,Store,,
811,Spec's #32,Kemah, Texas,243 Marina Bay Dr,77565,,,,Store,,
812,Spec's #33 - Spec's on 1488,Conroe, Texas,3588 FM 1488 Rd,77384,,,,Store,,
813,Spec's #34 - Conroe South,Conroe, Texas,1304 W Davis St Ste F,77304,,,,Store,,
814,Spec's #35,Galveston, Texas,2711 61st St,77551,,,,Store,,
815,Spec's #37,College Station, Texas,1729 Texas Ave S,77840,,,,Store,,
816,Spec's #48 - FM 529 at Barker Cypress,Houston, Texas,17996 FM 529 Rd,77095,,,,Store,,
817,Spec's #51 - Fry Road North,Katy, Texas,3811 N Fry Rd,77449,,,,Store,,
818,Spec's #52,Webster, Texas,3100 FM 528 Rd,77598,,,,Store,,
819,Spec's #53,Spring Valley, Texas,8416 Katy Fwy,77024,,,,Store,,
820,Spec's #55,Cypress, Texas,14315  Rosehill Rd,77429,,,,Store,,
821,Spec's #60 - Highland Park,Austin, Texas,5775 Airport Blvd Ste 100,78752,,,,Store,,
822,Spec's #61 - Brodie Lane,Austin, Texas,4970 W Highway 290,78735,,,,Store,,
823,Spec's #62 - Arbor Walk,Austin, Texas,10515 N Mo Pac Expy,78759,,,,Store,,
824,Spec's #63,Round Rock, Texas,201 University Oaks Ste 600,78665,,,,Store,,
825,Spec's #64 - Southpark Meadows,Austin, Texas,9900 S IH 35,78748,,,,Store,,
826,Spec's #66,Temple, Texas,3550 S General Bruce Dr,76504,,,,Store,,
827,Spec's #68,Corpus Christi, Texas,5625 S Padre Island Dr,78412,,,,Store,,
828,Spec's #69 - Live Oak,Selma, Texas,14623 Interstate 35 N,78154,,,,Store,,
829,Spec's #73,Waco, Texas,1434 S Valley Mills Dr,76711,,,,Store, Homebrew Store,
830,Spec's #75,Killeen, Texas,2500 E Central Texas Expy Ste C,76543,,,,Store,,
831,Spec's #94,El Paso, Texas,655 Sunland Park Dr,79912,,,,Store,,
832,Spec's Arlington (#165),Arlington, Texas,3909 S Cooper St,76015,,,,Store,,
833,Spider House,Austin, Texas,2908 Fruth St,78705,,Bar,,,,
834,Spindletap Brewery,Houston, Texas,10622 Hirsch Rd,77016,, Bar,Brewery,,,
835,Spoetzl Brewery / Shiner,Shiner, Texas,603 East Brewery St,77984,, Bar,Brewery,,,
836,Spring Market H-E-B,Spring, Texas,2121 FM 2920,77388,,,,Store,,
837,Square Burger,McKinney, Texas,115 N Kentucky St,75069,,Bar,,,, Eatery
838,St Elmo Brewing Co.,Austin, Texas,440 E St Elmo Rd  Ste G-2,78745,, Bar,Brewery,,,
839,St Pete's Dancing Marlin`,Dallas, Texas,2730 Commerce St,75226,Deep Ellum,Bar,,,, Eatery
840,Stan's Blue Note,Dallas, Texas,2908 Greenville Ave,75206,Lower Greenville,Bar,,,, Eatery
841,Stanley's Farmhouse Pizza,Austin, Texas,13187 Fitzhugh Rd,78736,,Bar,,,, Eatery
842,Star Bar,Austin, Texas,600 W 6th St,78701,,Bar,,,,
843,State & Allen Kitchen + Bar,Dallas, Texas,2400 Allen St,75204,Uptown,Bar,,,, Eatery
844,State Fare Kitchen & Bar,Houston, Texas,947 N Gessner Rd Ste B190,77024,,Bar,,,, Eatery
845,Stats Sports Bar and Grill,Houston, Texas,10850 Louetta Rd Ste 1700,77070,,Bar,,,, Eatery
846,Stella Public House,San Antonio, Texas,1414 S Alamo St,78210,,Bar,,,, Eatery
847,Stesti Brewing Co.,Lovelady, Texas,1328 FM 2915,75851,,,Brewery,,,
848,Stonedeck Pizza Pub,Dallas, Texas,2613 Elm St,75226,Deep Ellum,Bar,,,, Eatery
849,Stouthaus Coffee Pub,Austin, Texas,4715 S Lamar BlvdSte 102,78745,,Bar,,,,
850,Strange Land Brewery,West Lake Hills, Texas,Capital Of TX Highway & Bee Cave Rd,78746,,Bar,Brewery,,,
851,Strangeways,Dallas, Texas,2429 N Fitzhugh Ave,75204,Uptown,Bar,,,,
852,Suds Monkey Brewing Co,Austin, Texas,9936 Circle Dr Unit 3,78736,,Bar,Brewery,,,
853,Sun Brewing Co.,Canutillo, Texas,101 La Union Ave,79835,, Bar,Brewery,,, Eatery
854,Sun Harvest Market,Austin, Texas,4006 South Lamar,78704,,,,Store,,
855,Sunrise Mini Mart,Austin, Texas,1809 W Anderson Ln,78757,,,,Store,,
856,Super Food Conoco,Houston, Texas,12010 Bammel North  Rd,77066,,,,Store,,
857,Swift's Attic,Austin, Texas,315 Congress Ave Ste 200,78701,,Bar,,,, Eatery
858,T & P Tavern,Fort Worth, Texas,221 W Lancaster Ave #1000,76102,,Bar,,,,
859,T-Bone Tom's Steakhouse,Kemah, Texas,707 Highway 146,77565,,Bar,,,, Eatery
860,Tailgators Pub & Grill - Magnolia,Magnolia, Texas,33418 Egypt Ln  Ste L,77354,,Bar,,,, Eatery
861,Tapology,League City, Texas,2660 Marina Bay Dr,77573,,Bar,,,, Eatery
862,Taps House of Beer,Houston, Texas,5120 Washington Ave,77007,,Bar,,,, Eatery
